,age,gender,state,country_residence,X5k,half,pace,final_time
3941,49,M,NE,USA,1295,5621,450,11788
3942,36,M,,GBR,1290,5581,450,11788
3943,44,F,AZ,USA,1397,5851,450,11788
3944,52,M,TX,USA,1270,5458,450,11788
3945,39,M,ON,CAN,1292,5487,450,11788
3946,26,F,WA,USA,1487,5889,450,11789
3947,47,M,,POR,1313,5541,450,11789
3948,57,M,TX,USA,1289,5576,450,11789
3949,26,F,MD,USA,1420,5886,450,11789
3950,37,M,FL,USA,1242,5358,450,11790
3951,41,M,PA,USA,1268,5508,450,11790
3952,38,F,MA,USA,1329,5735,450,11791
3953,28,M,IL,USA,1314,5509,450,11791
3954,50,M,MD,USA,1282,5559,450,11792
3955,44,M,,GBR,1248,5372,450,11792
3956,37,M,NY,USA,1295,5428,450,11793
3957,36,M,,MEX,1284,5419,450,11793
3958,46,M,KS,USA,1341,5690,450,11793
3959,46,M,IL,USA,1342,5671,450,11794
3960,46,M,,BRA,1286,5493,450,11795
3961,30,F,MA,USA,1399,5865,450,11795
3962,43,F,MA,USA,1325,5639,450,11795
3963,57,M,IL,USA,1336,5628,450,11795
3964,54,M,CA,USA,1303,5595,450,11796
3965,24,F,MO,USA,1361,5754,450,11796
3966,49,M,,ITA,1248,5389,450,11796
3967,44,M,VA,USA,1357,5805,450,11796
3968,54,M,OH,USA,1292,5504,450,11796
3969,45,M,PA,USA,1319,5497,450,11797
3970,48,M,AB,CAN,1303,5754,450,11797
3971,27,F,NY,USA,1427,5882,450,11797
3972,48,M,TN,USA,1307,5412,450,11797
3973,39,M,MA,USA,1217,5423,450,11798
3974,34,M,NS,CAN,1290,5441,450,11798
3975,47,M,ON,CAN,1402,5857,450,11798
3976,43,M,AB,CAN,1345,5681,450,11798
3977,43,M,MO,USA,1277,5395,450,11798
3978,38,M,PA,USA,1235,5280,451,11799
3979,33,F,,GBR,1411,5859,451,11799
3980,48,M,VA,USA,1335,5584,451,11800
3981,44,F,CT,USA,1434,6041,451,11800
3982,40,M,DC,USA,1283,5523,451,11800
3983,26,F,,PER,1420,6012,451,11801
3984,35,F,NY,USA,1386,5948,451,11802
3985,48,M,IL,USA,1365,5773,451,11802
3986,22,M,DC,USA,1091,5125,451,11802
3987,47,M,VT,USA,1315,5668,451,11802
3988,36,M,CA,USA,1303,5544,451,11803
3989,37,F,IL,USA,1408,5861,451,11803
3990,53,M,CT,USA,1358,5720,451,11804
3991,52,M,QC,CAN,1411,5764,451,11804
3992,54,M,QC,CAN,1302,5530,451,11805
3993,50,M,TN,USA,1426,5816,451,11805
3994,46,M,TX,USA,1269,5516,451,11805
3995,41,M,,DEN,1355,5833,451,11805
3996,34,F,FL,USA,1446,5993,451,11805
3997,44,M,PA,USA,1345,5652,451,11806
3998,48,M,NH,USA,1387,5750,451,11806
3999,53,M,QC,CAN,1301,5520,451,11806
4000,38,M,OH,USA,1282,5640,451,11807
4001,49,M,,BRA,1353,5825,451,11807
4002,33,F,CA,USA,1384,5877,451,11807
4003,35,M,,GBR,1301,5666,451,11807
4004,41,M,MD,USA,1315,5617,451,11808
4005,41,M,MI,USA,1266,5520,451,11808
4006,25,M,MN,USA,1156,5103,451,11808
4007,47,M,QC,CAN,1294,5522,451,11808
4008,50,F,MN,USA,1379,5781,451,11809
4009,50,M,,ITA,1286,5545,451,11809
4010,32,M,ON,CAN,1267,5389,451,11809
4011,40,M,VA,USA,1366,5803,451,11809
4012,24,F,MA,USA,1396,5886,451,11809
4013,53,M,,GBR,1316,5651,451,11810
4014,41,M,,PER,1324,5630,451,11811
4015,30,M,CA,USA,1144,4813,451,11811
4016,26,F,CO,USA,1353,5787,451,11811
4017,48,M,MN,USA,1306,5540,451,11812
4018,27,F,NY,USA,1371,5847,451,11812
4019,39,M,CA,USA,1331,5615,451,11813
4020,41,M,TX,USA,1338,5736,451,11813
4021,31,M,ON,CAN,1255,5422,451,11813
4022,41,F,OR,USA,1278,5595,451,11814
4023,36,M,DC,USA,1219,5190,451,11814
4024,44,M,CA,USA,1361,5743,451,11814
4025,33,M,IL,USA,1315,5555,451,11815
4026,51,M,WA,USA,1365,5741,451,11817
4027,29,M,OK,USA,1291,5588,451,11817
4028,41,M,,CRC,1298,5576,451,11817
4029,36,M,,GBR,1261,5351,451,11817
4030,44,M,MA,USA,1300,5599,451,11817
4031,43,M,MN,USA,1263,5400,451,11818
4032,49,M,VA,USA,1187,5364,451,11819
4033,43,F,OR,USA,1351,5693,451,11819
4034,33,M,,RUS,1179,5388,451,11820
4035,27,M,NY,USA,995,4495,451,11820
4036,52,M,ON,CAN,1293,5516,451,11820
4037,38,F,WI,USA,1374,5822,451,11820
4038,47,F,VA,USA,1388,5835,451,11821
4039,49,M,MA,USA,1297,5558,451,11821
4040,40,M,IL,USA,1335,5702,451,11821
4041,34,M,VT,USA,1250,5412,451,11821
4042,54,M,CA,USA,1357,5681,451,11821
4043,35,M,CA,USA,1366,5801,451,11821
4044,43,M,CT,USA,1267,5414,451,11821
4045,28,F,MA,USA,1394,5783,451,11825
4046,49,M,MA,USA,1385,5834,451,11825
4047,22,F,MO,USA,1384,5798,452,11825
4048,38,F,CO,USA,1453,5762,452,11826
4049,42,M,VA,USA,1378,5809,452,11826
4050,54,M,MO,USA,1370,5762,452,11826
4051,32,M,,PER,1232,5248,452,11827
4052,28,M,,FRA,1246,5516,452,11827
4053,35,M,,NED,1193,5527,452,11827
4054,42,M,NY,USA,1361,5871,452,11827
4055,44,M,ON,CAN,1379,5870,452,11827
4056,32,M,,ITA,1382,5647,452,11828
4057,32,M,ME,USA,1278,5502,452,11828
4058,21,M,MO,USA,1309,5646,452,11828
4059,35,M,VA,USA,1341,5634,452,11829
4060,24,F,NY,USA,1415,5939,452,11829
4061,26,M,CA,USA,1205,5518,452,11829
4062,45,M,KY,USA,1325,5615,452,11829
4063,49,M,MA,USA,1372,5936,452,11830
4064,22,M,NY,USA,1097,5134,452,11830
4065,30,M,,MEX,1255,5344,452,11831
4066,27,F,MA,USA,1270,5619,452,11831
4067,43,M,CA,USA,1338,5704,452,11831
4068,47,M,CA,USA,1328,5664,452,11831
4069,49,M,,ITA,1225,5219,452,11832
4070,55,M,,AUS,1265,5423,452,11832
4071,36,M,OR,USA,1431,5914,452,11833
4072,31,F,TN,USA,1301,5485,452,11833
4073,32,M,CT,USA,1271,5358,452,11833
4074,28,M,NJ,USA,1282,5393,452,11833
4075,24,M,MT,USA,1218,5428,452,11833
4076,32,M,,MEX,1251,5267,452,11833
4077,51,M,,HUN,1302,5622,452,11833
4078,45,M,,GUA,1332,5719,452,11834
4079,41,M,MI,USA,1286,5558,452,11834
4080,56,M,CA,USA,1407,5760,452,11835
4081,46,M,,MEX,1268,5626,452,11835
4082,26,M,MA,USA,1165,5232,452,11835
4083,54,M,,GER,1361,5822,452,11836
4084,45,M,NH,USA,1235,5374,452,11836
4085,18,M,DE,USA,1259,5513,452,11836
4086,48,M,,JPN,1358,5820,452,11836
4087,52,M,SC,USA,1140,5114,452,11836
4088,41,M,OR,USA,1207,5148,452,11836
4089,48,M,,ITA,1379,5824,452,11836
4090,35,F,GA,USA,1341,5641,452,11837
4091,41,M,CA,USA,1372,5704,452,11837
4092,40,M,CA,USA,1302,5675,452,11837
4093,47,M,LA,USA,1384,5885,452,11837
4094,43,M,MA,USA,1271,5410,452,11837
4095,48,M,MI,USA,1344,5696,452,11837
4096,36,F,MO,USA,1349,5716,452,11838
4097,35,M,NJ,USA,1288,5612,452,11838
4098,40,M,VA,USA,1404,5828,452,11838
4099,23,M,CA,USA,1214,5192,452,11838
4100,49,M,FL,USA,1375,5748,452,11839
4101,32,F,WI,USA,1386,5802,452,11839
4102,30,F,MA,USA,1433,5917,452,11839
4103,36,M,MA,USA,1433,5917,452,11840
4104,30,M,FL,USA,1287,5384,452,11840
4105,46,F,KS,USA,1431,5962,452,11840
4106,24,F,MN,USA,1449,5924,452,11841
4107,46,M,LA,USA,1388,5923,452,11843
4108,33,F,CO,USA,1362,5770,452,11843
4109,33,F,DC,USA,1271,5612,452,11843
4110,41,M,MA,USA,1322,5702,452,11843
4111,48,M,NY,USA,1274,5572,452,11843
4112,40,M,,CHI,1344,5679,452,11843
4113,27,F,CA,USA,1390,5842,452,11843
4114,49,M,NJ,USA,1313,5721,452,11843
4115,36,M,ON,CAN,1272,5480,452,11844
4116,46,M,ON,CAN,1305,5415,452,11844
4117,53,M,GA,USA,1365,5774,452,11844
4118,33,M,ME,USA,1222,5178,452,11845
4119,51,M,VA,USA,1424,5885,452,11845
4120,36,M,MA,USA,1340,5698,452,11846
4121,54,M,ON,CAN,1403,5835,452,11846
4122,27,M,PA,USA,1290,5552,452,11846
4123,46,M,ON,CAN,1431,5927,452,11847
4124,36,F,CA,USA,1402,5885,452,11847
4125,51,M,CA,USA,1363,5743,452,11847
4126,48,M,CA,USA,1366,5759,452,11847
4127,38,M,TX,USA,1272,5548,452,11847
4128,49,M,,MEX,1396,5902,452,11848
4129,48,M,MA,USA,1479,6038,452,11848
4130,55,M,NJ,USA,1312,5665,452,11849
4131,41,M,NY,USA,1308,5616,452,11849
4132,49,M,,CHN,1246,5526,452,11849
4133,48,F,CA,USA,1403,5860,452,11849
4134,52,M,WV,USA,1352,5798,452,11849
4135,38,F,CA,USA,1342,5790,452,11850
4136,45,M,,CHI,1338,5650,452,11850
4137,25,M,UT,USA,1312,5707,452,11851
4138,46,M,MD,USA,1369,5807,452,11851
4139,53,M,,FRA,1375,5821,452,11851
4140,33,M,MN,USA,1198,5141,452,11851
4141,47,M,ON,CAN,1378,5803,452,11851
4142,31,F,VA,USA,1343,5753,453,11851
4143,47,M,,GBR,1223,5450,453,11852
4144,41,M,NC,USA,1263,5404,453,11852
4145,36,F,TX,USA,1364,5688,453,11852
4146,38,M,NY,USA,1298,5562,453,11852
4147,38,F,AZ,USA,1359,5829,453,11852
4148,35,M,,AUS,1238,5371,453,11852
4149,37,M,TX,USA,1364,5688,453,11852
4150,38,M,IN,USA,1340,5626,453,11853
4151,46,M,QC,CAN,1385,5865,453,11853
4152,48,M,MN,USA,1376,5706,453,11853
4153,39,M,,ECU,1300,5436,453,11853
4154,32,M,WI,USA,1255,5263,453,11853
4155,29,M,ON,CAN,1424,5968,453,11854
4156,44,M,,MEX,1357,5661,453,11854
4157,32,M,IL,USA,1502,5937,453,11854
4158,51,M,AL,USA,1362,5649,453,11856
4159,49,M,CA,USA,1370,5840,453,11856
4160,26,F,MA,USA,1378,5721,453,11856
4161,39,M,,CRC,1265,5397,453,11857
4162,29,M,WA,USA,1295,5484,453,11857
4163,37,M,,AUS,1277,5409,453,11857
4164,39,M,,CHN,1232,5381,453,11857
4165,47,M,TX,USA,1300,5499,453,11858
4166,55,M,,CHN,1217,5258,453,11859
4167,45,M,ME,USA,1380,5638,453,11859
4168,48,M,CA,USA,1290,5613,453,11859
4169,34,M,QC,CAN,1273,5374,453,11859
4170,22,F,PA,USA,1399,5799,453,11859
4171,30,M,VT,USA,1385,5884,453,11860
4172,50,M,FL,USA,1351,5734,453,11860
4173,46,M,MI,USA,1389,5709,453,11860
4174,44,M,,CHN,1269,5340,453,11861
4175,37,M,WA,USA,1384,5674,453,11861
4176,53,M,NH,USA,1348,5706,453,11861
4177,44,M,TX,USA,1284,5361,453,11862
4178,27,F,MA,USA,1398,5792,453,11862
4179,25,M,MD,USA,1273,5383,453,11863
4180,28,F,SC,USA,1260,5581,453,11863
4181,49,M,NJ,USA,1269,5500,453,11863
4182,36,M,CA,USA,1286,5516,453,11863
4183,24,M,MA,USA,1330,5684,453,11864
4184,56,M,MA,USA,1251,5360,453,11864
4185,34,M,CA,USA,1229,5238,453,11865
4186,23,F,,HKG,1227,5359,453,11865
4187,42,M,,BRA,1392,5788,453,11865
4188,56,M,NJ,USA,1314,5645,453,11866
4189,41,F,NC,USA,1353,5714,453,11866
4190,35,M,,HKG,1270,5747,453,11867
4191,41,M,QC,CAN,1427,6003,453,11867
4192,24,F,NY,USA,1315,5562,453,11867
4193,24,F,WA,USA,1377,5763,453,11867
4194,36,M,,HKG,1242,5472,453,11868
4195,47,M,,NZL,1302,5459,453,11868
4196,35,F,QC,CAN,1387,5852,453,11868
4197,22,M,UT,USA,1280,5541,453,11868
4198,38,M,DE,USA,1331,5688,453,11868
4199,37,M,,AUS,1323,5692,453,11868
4200,57,M,,GBR,1297,5608,453,11868
4201,43,M,MT,USA,1349,5756,453,11869
4202,52,M,CT,USA,1374,5699,453,11869
4203,25,M,MA,USA,1179,5160,453,11869
4204,48,M,MA,USA,1265,5427,453,11869
4205,35,F,CA,USA,1389,5890,453,11869
4206,41,M,OR,USA,1282,5555,453,11869
4207,39,M,PA,USA,1345,5688,453,11870
4208,20,F,CA,USA,1383,5802,453,11870
4209,65,M,NM,USA,1275,5653,453,11871
4210,22,F,DC,USA,1332,5640,453,11871
4211,47,M,CO,USA,1289,5474,453,11871
4212,49,M,CA,USA,1285,5422,453,11872
4213,28,F,MI,USA,1358,5765,453,11873
4214,54,M,SC,USA,1363,5710,453,11873
4215,27,F,VA,USA,1279,5434,453,11873
4216,22,F,TN,USA,1381,5686,453,11874
4217,35,M,QC,CAN,1291,5673,453,11874
4218,51,M,IL,USA,1286,5604,453,11874
4219,47,M,ON,CAN,1347,5418,453,11874
4220,59,M,,GBR,1266,5416,453,11876
4221,31,M,MD,USA,1205,5192,453,11876
4222,48,M,AZ,USA,1326,5545,453,11876
4223,32,F,ON,CAN,1414,5837,453,11877
4224,55,M,NY,USA,1378,5815,453,11877
4225,51,M,NH,USA,1336,5721,453,11877
4226,42,F,NY,USA,1346,5748,454,11877
4227,29,M,NY,USA,1238,5235,454,11877
4228,48,M,,GER,1341,5748,454,11878
4229,40,M,NY,USA,1280,5475,454,11878
4230,27,M,PA,USA,1168,4828,454,11879
4231,57,M,QC,CAN,1335,5715,454,11879
4232,43,M,MO,USA,1343,5641,454,11879
4233,30,M,CA,USA,1329,5612,454,11879
4234,41,M,PA,USA,1348,5760,454,11879
4235,47,M,NY,USA,1306,5666,454,11880
4236,33,M,,SWE,1257,5455,454,11880
4237,38,F,CO,USA,1290,5767,454,11880
4238,48,M,CA,USA,1351,5595,454,11880
4239,51,M,KS,USA,1372,5761,454,11880
4240,33,F,TX,USA,1377,5798,454,11881
4241,43,M,NH,USA,1325,5710,454,11881
4242,23,M,ID,USA,1154,5109,454,11881
4243,26,M,MN,USA,1267,5376,454,11881
4244,24,M,KY,USA,1180,4996,454,11881
4245,35,M,MO,USA,1385,5664,454,11881
4246,37,F,QC,CAN,1396,5880,454,11882
4247,48,M,NS,CAN,1327,5672,454,11882
4248,30,M,DC,USA,1234,5260,454,11883
4249,39,M,MA,USA,1341,5754,454,11883
4250,49,M,PA,USA,1422,5927,454,11883
4251,28,F,NY,USA,1421,5861,454,11883
4252,49,M,CA,USA,1397,5724,454,11884
4253,39,M,ND,USA,1381,5741,454,11884
4254,53,M,VA,USA,1389,5744,454,11884
4255,37,M,OR,USA,1361,5747,454,11886
4256,32,M,MA,USA,1582,5935,454,11886
4257,42,M,ON,CAN,1293,5632,454,11886
4258,45,M,,CHN,1375,5753,454,11886
4259,30,M,PA,USA,1242,5246,454,11886
4260,28,F,DC,USA,1455,5993,454,11886
4261,40,M,,GER,1282,5658,454,11887
4262,46,M,NY,USA,1308,5666,454,11887
4263,42,M,CA,USA,1409,5894,454,11887
4264,36,F,KY,USA,1350,5783,454,11887
4265,31,F,NY,USA,1439,5988,454,11887
4266,36,M,ME,USA,1237,5397,454,11887
4267,34,F,CO,USA,1461,5825,454,11888
4268,45,M,TN,USA,1323,5621,454,11888
4269,32,M,ME,USA,1353,5496,454,11889
4270,33,M,MA,USA,1266,5534,454,11889
4271,22,F,MA,USA,1390,5761,454,11889
4272,28,M,WI,USA,1255,5487,454,11889
4273,35,M,QC,CAN,1370,5684,454,11889
4274,25,M,IA,USA,1273,5356,454,11889
4275,35,M,AZ,USA,1325,5562,454,11890
4276,31,F,ON,CAN,1413,5949,454,11890
4277,53,M,,COL,1361,5792,454,11891
4278,38,F,NY,USA,1326,5633,454,11891
4279,33,M,,TWN,1193,5175,454,11891
4280,43,F,MA,USA,1320,5599,454,11891
4281,56,M,VA,USA,1358,5708,454,11891
4282,45,M,IL,USA,1225,5395,454,11892
4283,29,F,CA,USA,1373,5814,454,11892
4284,33,F,OH,USA,1310,5725,454,11892
4285,31,F,CA,USA,1412,5889,454,11892
4286,39,M,,HKG,1281,5449,454,11892
4287,45,M,MA,USA,1294,5590,454,11893
4288,57,M,NJ,USA,1348,5722,454,11893
4289,23,M,VA,USA,1208,5325,454,11893
4290,43,M,TX,USA,1372,5827,454,11893
4291,49,M,,KSA,1421,5921,454,11894
4292,37,M,NY,USA,1394,5767,454,11894
4293,46,M,VA,USA,1177,5172,454,11894
4294,53,M,,GBR,1246,5423,454,11895
4295,42,M,MA,USA,1364,5772,454,11895
4296,46,M,MA,USA,1355,5716,454,11895
4297,45,M,MD,USA,1387,5681,454,11895
4298,48,M,MA,USA,1310,5600,454,11895
4299,28,M,TX,USA,1252,5333,454,11896
4300,36,M,BC,CAN,1274,5393,454,11896
4301,45,M,IN,USA,1199,5404,454,11897
4302,46,M,NY,USA,1342,5719,454,11897
4303,44,M,NJ,USA,1362,5898,454,11897
4304,32,M,UT,USA,1306,5784,454,11897
4305,45,M,,MEX,1335,5700,454,11898
4306,23,M,NC,USA,1201,5016,454,11898
4307,46,M,CA,USA,1366,5520,454,11898
4308,45,M,IL,USA,1243,5474,454,11899
4309,34,M,,FRA,1715,6026,454,11899
4310,41,M,AZ,USA,1269,5591,454,11899
4311,29,F,NY,USA,1257,5569,454,11900
4312,35,M,VA,USA,1295,5466,454,11900
4313,65,M,QC,CAN,1365,5820,454,11901
4314,44,M,,GBR,1307,5636,454,11901
4315,42,M,,GBR,1305,5499,454,11901
4316,39,F,CO,USA,1327,5709,454,11902
4317,24,F,WI,USA,1395,5769,454,11902
4318,29,F,IL,USA,1337,5724,454,11902
4319,30,F,NC,USA,1261,5368,454,11902
4320,49,M,AZ,USA,1268,5510,454,11903
4321,33,M,QC,CAN,1405,5849,454,11903
4322,57,M,,GBR,1409,5875,455,11904
4323,36,F,NY,USA,1346,5724,455,11905
4324,33,F,CA,USA,1374,5731,455,11906
4325,33,M,MA,USA,1311,5573,455,11907
4326,39,M,IL,USA,1339,5705,455,11907
4327,47,M,NS,CAN,1343,5810,455,11907
4328,43,M,TN,USA,1304,5559,455,11907
4329,49,M,IA,USA,1405,5820,455,11907
4330,36,M,QC,CAN,1174,5058,455,11908
4331,32,M,NY,USA,1255,5536,455,11909
4332,44,M,CA,USA,1302,5600,455,11910
4333,48,M,CO,USA,1291,5657,455,11910
4334,29,F,NS,CAN,1313,5607,455,11911
4335,47,F,RI,USA,1288,5538,455,11911
4336,35,M,OR,USA,1404,5943,455,11912
4337,45,M,,ESA,1403,5822,455,11912
4338,48,M,MD,USA,1363,5755,455,11913
4339,35,M,MO,USA,1335,5749,455,11913
4340,47,M,IL,USA,1411,5911,455,11914
4341,37,M,SC,USA,1353,5919,455,11914
4342,38,M,WI,USA,1309,5481,455,11915
4343,59,M,NY,USA,1323,5687,455,11915
4344,43,M,ON,CAN,1307,5641,455,11915
4345,45,M,MA,USA,1357,5747,455,11915
4346,41,M,NS,CAN,1218,5183,455,11915
4347,48,F,,GBR,1355,5716,455,11916
4348,48,M,WI,USA,1388,5813,455,11916
4349,45,M,QC,CAN,1322,5741,455,11916
4350,51,M,,GBR,1406,5876,455,11917
4351,43,M,MA,USA,1481,5804,455,11917
4352,28,F,NV,USA,1449,5852,455,11917
4353,39,M,,MEX,1349,5792,455,11917
4354,57,M,MO,USA,1321,5640,455,11917
4355,37,M,GA,USA,1296,5649,455,11917
4356,43,M,BC,CAN,1369,5613,455,11918
4357,26,F,CA,USA,1360,5637,455,11918
4358,36,M,NY,USA,1221,5496,455,11918
4359,42,M,WI,USA,1299,5456,455,11918
4360,26,F,NJ,USA,1398,5945,455,11919
4361,46,M,MA,USA,1380,5791,455,11919
4362,36,M,,NOR,1187,5393,455,11919
4363,59,M,KY,USA,1392,5853,455,11919
4364,48,M,ME,USA,1447,5970,455,11919
4365,39,F,CT,USA,1388,5831,455,11920
4366,45,M,MI,USA,1353,5687,455,11920
4367,25,M,KY,USA,1117,4998,455,11920
4368,48,M,MA,USA,1388,5877,455,11920
4369,25,F,IL,USA,1515,6052,455,11920
4370,45,M,NJ,USA,1280,5571,455,11921
4371,34,F,PA,USA,1351,5740,455,11921
4372,45,F,CA,USA,1287,5587,455,11921
4373,25,F,TX,USA,1210,5237,455,11921
4374,39,F,WI,USA,1258,5533,455,11922
4375,47,M,ON,CAN,1395,5897,455,11922
4376,26,F,TX,USA,1287,5589,455,11923
4377,28,F,TN,USA,1332,5579,455,11923
4378,52,M,,CHI,1411,5873,455,11923
4379,23,M,PA,USA,1108,5034,455,11923
4380,41,M,TX,USA,1475,6065,455,11923
4381,27,F,DC,USA,1431,5925,455,11924
4382,34,F,NC,USA,1398,5840,455,11924
4383,33,M,CA,USA,1294,5666,455,11924
4384,28,M,CA,USA,1365,5905,455,11924
4385,26,F,UT,USA,1400,5924,455,11925
4386,27,F,NJ,USA,1197,5397,455,11925
4387,38,M,IL,USA,1261,5497,455,11925
4388,36,F,FL,USA,1328,5637,455,11925
4389,37,M,IL,USA,1300,5381,455,11925
4390,45,M,VA,USA,1407,5909,455,11925
4391,37,M,ON,CAN,1339,5711,455,11925
4392,41,M,,SWE,1336,5694,455,11925
4393,53,M,,NOR,1248,5678,455,11925
4394,46,M,,GBR,1316,5612,455,11926
4395,40,M,IN,USA,1403,5919,455,11926
4396,47,M,TN,USA,1357,5839,455,11927
4397,24,F,MD,USA,1348,5714,455,11927
4398,38,M,VA,USA,1254,5322,455,11928
4399,32,F,ON,CAN,1364,5794,455,11928
4400,36,M,IL,USA,1305,5369,455,11929
4401,26,F,MD,USA,1264,5399,455,11929
4402,28,F,BC,CAN,1387,5728,455,11929
4403,37,M,MN,USA,1302,5580,455,11930
4404,45,M,,VEN,1278,5463,455,11930
4405,35,M,NY,USA,1310,5737,456,11931
4406,26,F,CA,USA,1396,5862,456,11931
4407,46,M,WA,USA,1372,5822,456,11932
4408,42,M,MI,USA,1225,5320,456,11932
4409,35,F,AB,CAN,1300,5569,456,11933
4410,27,F,CA,USA,1319,5657,456,11933
4411,37,M,TX,USA,1380,5731,456,11933
4412,50,M,TX,USA,1376,5766,456,11933
4413,62,F,QC,CAN,1346,5834,456,11933
4414,47,M,ME,USA,1406,5826,456,11934
4415,45,M,MD,USA,1364,5737,456,11934
4416,34,M,,FRA,1297,5625,456,11935
4417,33,M,WI,USA,1275,5519,456,11935
4418,33,F,WA,USA,1353,5740,456,11935
4419,48,M,PA,USA,1246,5332,456,11935
4420,48,M,VA,USA,1384,5841,456,11936
4421,36,M,NY,USA,1239,5248,456,11936
4422,25,M,IL,USA,1229,5198,456,11937
4423,50,M,TX,USA,1277,5659,456,11937
4424,29,M,AZ,USA,1354,5773,456,11937
4425,35,M,NV,USA,1118,5101,456,11937
4426,51,M,,COL,1178,5386,456,11937
4427,35,F,,CRC,1327,5739,456,11938
4428,33,F,MN,USA,1311,5705,456,11938
4429,49,M,,AUS,1376,5799,456,11938
4430,45,M,OK,USA,1368,5500,456,11938
4431,50,M,MN,USA,1366,5758,456,11939
4432,43,M,IL,USA,1437,5862,456,11939
4433,44,F,NJ,USA,1424,5957,456,11939
4434,45,M,MA,USA,1388,5737,456,11939
4435,32,M,OR,USA,1142,5658,456,11939
4436,50,M,,GBR,1281,5632,456,11940
4437,49,M,CO,USA,1274,5512,456,11940
4438,35,M,CA,USA,1281,5552,456,11940
4439,24,F,MA,USA,1456,6133,456,11940
4440,49,M,,CHN,1269,5682,456,11940
4441,46,M,MA,USA,1308,5461,456,11941
4442,40,M,AZ,USA,1319,5640,456,11941
4443,23,F,IL,USA,1296,5603,456,11942
4444,45,M,MA,USA,1318,5773,456,11942
4445,38,F,NJ,USA,1398,5894,456,11942
4446,24,F,MA,USA,1318,5738,456,11942
4447,42,M,TX,USA,1368,5821,456,11943
4448,27,F,MA,USA,1366,5826,456,11943
4449,34,F,TX,USA,1268,5580,456,11943
4450,37,F,,UAE,1402,5873,456,11944
4451,43,M,NM,USA,1251,5654,456,11944
4452,54,M,,UAE,1402,5868,456,11944
4453,23,F,NY,USA,1353,5813,456,11944
4454,44,M,,GER,1252,5443,456,11945
4455,45,M,NJ,USA,1397,5813,456,11945
4456,44,M,,HKG,1303,5634,456,11945
4457,31,F,CA,USA,1371,5828,456,11945
4458,39,M,PA,USA,1294,5559,456,11946
4459,25,M,FL,USA,1276,5505,456,11946
4460,40,M,TN,USA,1119,4749,456,11946
4461,45,M,NY,USA,1353,5724,456,11947
4462,48,M,VA,USA,1324,5647,456,11947
4463,23,F,MD,USA,1322,5581,456,11947
4464,30,F,TN,USA,1418,5960,456,11947
4465,37,F,TX,USA,1444,5971,456,11948
4466,41,M,KS,USA,1372,5780,456,11948
4467,38,M,OR,USA,1333,5730,456,11948
4468,61,M,CO,USA,1422,5846,456,11948
4469,54,M,WA,USA,1338,5789,456,11949
4470,48,M,TN,USA,1414,5832,456,11950
4471,43,M,NS,CAN,1299,5536,456,11950
4472,28,M,MA,USA,1318,5524,456,11951
4473,45,M,CA,USA,1305,5640,456,11951
4474,31,F,WA,USA,1400,5905,456,11951
4475,39,M,PA,USA,1348,5797,456,11951
4476,45,F,MN,USA,1374,5752,456,11951
4477,35,M,,RSA,1230,5371,456,11951
4478,29,F,OR,USA,1445,5918,456,11952
4479,37,M,WA,USA,1193,5238,456,11952
4480,27,M,VA,USA,1300,5692,456,11952
4481,48,M,,CHI,1367,5691,456,11952
4482,55,M,NY,USA,1338,5802,456,11952
4483,40,M,MA,USA,1357,5499,456,11952
4484,45,M,MA,USA,1325,5559,456,11952
4485,50,F,MA,USA,1472,6097,456,11953
4486,36,M,MA,USA,1313,5778,456,11953
4487,38,F,MD,USA,1263,5562,456,11953
4488,56,M,FL,USA,1402,5828,456,11954
4489,42,M,PA,USA,1348,5801,456,11954
4490,37,F,IL,USA,1327,5703,456,11954
4491,37,M,,POL,1231,5388,456,11954
4492,34,M,NY,USA,1285,5397,456,11954
4493,45,M,ID,USA,1307,5713,456,11954
4494,43,M,NJ,USA,1364,5874,456,11955
4495,24,F,CA,USA,1413,5978,456,11955
4496,33,M,,AUS,1247,5301,456,11955
4497,49,M,,CHN,1300,5606,456,11955
4498,38,M,NY,USA,1277,5527,456,11956
4499,39,M,VA,USA,1248,5283,457,11956
4500,31,F,VA,USA,1307,5737,457,11956
4501,24,F,NJ,USA,1363,5718,457,11956
4502,39,M,WA,USA,1301,5649,457,11956
4503,31,M,MO,USA,1288,5575,457,11957
4504,57,M,MI,USA,1352,5759,457,11957
4505,55,M,,MEX,1278,5561,457,11957
4506,33,F,,LTU,1258,5679,457,11957
4507,41,M,BC,CAN,1362,5781,457,11957
4508,58,M,NH,USA,1391,5813,457,11957
4509,45,M,AZ,USA,1244,5264,457,11957
4510,49,M,MD,USA,1381,5866,457,11957
4511,46,M,NY,USA,1332,5665,457,11957
4512,46,M,ON,CAN,1277,5492,457,11957
4513,54,M,NJ,USA,1370,5682,457,11958
4514,40,F,QC,CAN,1383,5877,457,11958
4515,50,M,,GER,1304,5661,457,11958
4516,28,F,,SWE,1354,5951,457,11959
4517,49,M,NH,USA,1311,5392,457,11959
4518,32,M,TX,USA,1202,5501,457,11959
4519,38,F,IL,USA,1355,5707,457,11959
4520,32,F,NY,USA,1403,5932,457,11959
4521,27,M,,GBR,1239,5333,457,11960
4522,31,M,,TWN,1238,5266,457,11960
4523,42,M,NC,USA,1366,5829,457,11960
