,age,gender,state,country_residence,X5k,half,pace,final_time
1,24,M,,KEN,925,3875,297,7777
2,30,M,OR,USA,924,3875,298,7798
3,25,M,,JPN,925,3876,299,7828
4,32,M,CA,USA,925,3885,303,7928
5,31,M,,KEN,925,3875,304,7955
6,40,M,AZ,USA,925,3875,304,7965
7,33,M,CO,USA,925,3876,305,7996
8,28,M,,ETH,924,3964,308,8066
9,27,M,OR,USA,924,3893,309,8085
10,28,M,UT,USA,925,3893,311,8128
11,32,M,MA,USA,925,3941,311,8134
12,32,M,,ETH,924,3876,314,8207
13,41,M,CA,USA,924,3897,314,8220
14,34,M,,ZIM,926,4022,316,8260
15,34,M,,KEN,924,3875,317,8294
16,32,M,AZ,USA,983,4163,317,8300
17,41,M,NY,USA,924,3937,318,8312
18,32,M,,KEN,924,3875,320,8373
19,29,M,NC,USA,940,4022,321,8412
20,29,M,MA,USA,970,4131,322,8418
21,37,F,,KEN,1066,4353,325,8512
22,42,M,,MEX,925,3928,326,8540
23,30,M,MA,USA,998,4215,327,8552
24,27,F,,BRN,1065,4353,327,8571
25,25,F,OR,USA,1065,4353,328,8580
26,31,M,MA,USA,988,4208,328,8585
27,36,M,MI,USA,991,4180,328,8592
28,28,M,MA,USA,997,4230,329,8606
29,28,M,TN,USA,980,4201,330,8631
30,39,M,CA,USA,997,4262,331,8667
31,25,M,MI,USA,1030,4398,332,8680
32,29,M,MA,USA,997,4215,332,8689
33,37,M,MI,USA,964,4154,332,8702
34,33,F,MI,USA,1065,4353,333,8706
35,36,M,TX,USA,1021,4290,333,8706
36,45,M,,BRA,1017,4298,333,8715
37,26,M,CO,USA,1046,4398,334,8735
38,40,M,MN,USA,998,4269,335,8760
39,27,M,MA,USA,1030,4376,336,8800
40,35,M,AZ,USA,1027,4398,336,8809
41,34,M,AB,CAN,978,4290,337,8812
42,32,M,UT,USA,950,4170,337,8818
43,19,M,,JPN,998,4262,337,8831
44,33,F,,KEN,1065,4353,338,8840
45,43,M,VA,USA,997,4297,338,8855
46,31,M,IN,USA,1046,4412,338,8860
47,30,M,DC,USA,1042,4381,339,8865
48,24,M,MA,USA,970,4130,340,8898
49,32,M,OR,USA,1044,4408,340,8908
50,37,M,TX,USA,1010,4397,341,8919
51,25,M,MD,USA,1022,4331,341,8923
52,35,M,OR,USA,1034,4403,341,8924
53,26,M,UT,USA,1043,4409,341,8925
54,24,F,,KEN,1065,4353,343,8975
55,27,M,NH,USA,1042,4422,343,8982
56,23,M,,JPN,1007,4297,344,8994
57,48,M,,ITA,928,4253,344,9011
58,37,M,MA,USA,1023,4392,344,9019
59,41,M,,NED,1024,4425,345,9025
60,28,M,NY,USA,958,4126,345,9031
61,29,M,CA,USA,1061,4481,345,9034
62,41,M,CO,USA,998,4311,345,9041
63,29,F,,ETH,1065,4428,346,9058
64,28,M,CT,USA,961,4072,346,9064
65,21,M,NH,USA,1041,4485,346,9070
66,27,M,MA,USA,1022,4390,347,9073
67,31,M,CA,USA,1025,4384,347,9079
68,22,M,IA,USA,1043,4406,347,9097
69,41,M,,IRL,1063,4491,347,9097
70,23,F,,KEN,1065,4353,348,9108
71,33,M,ON,CAN,990,4255,348,9117
72,36,M,CO,USA,1083,4584,348,9121
73,30,M,VA,USA,1025,4308,349,9126
74,30,M,QC,CAN,1077,4594,349,9134
75,32,F,,BDI,1066,4371,349,9144
76,29,M,,MEX,1047,4456,349,9144
77,25,M,AL,USA,1062,4489,349,9145
78,23,M,NY,USA,980,4267,350,9164
79,40,M,ID,USA,1027,4376,350,9166
80,32,M,MA,USA,1036,4461,350,9171
81,31,M,PA,USA,1062,4508,351,9183
82,25,M,IL,USA,1099,4592,351,9183
83,25,M,MA,USA,1097,4600,351,9192
84,20,M,CO,USA,1050,4467,351,9201
85,23,F,,ETH,1065,4355,352,9206
86,32,M,MA,USA,1021,4418,352,9207
87,36,M,,GBR,1028,4466,352,9225
88,28,M,CO,USA,1085,4556,353,9235
89,30,M,CO,USA,1072,4547,353,9236
90,30,M,MA,USA,1037,4412,353,9241
91,32,M,AK,USA,1019,4382,353,9249
92,31,M,CA,USA,1032,4430,354,9262
93,30,M,ON,CAN,999,4262,354,9270
94,45,M,FL,USA,1062,4508,354,9280
95,26,F,IL,USA,1066,4501,355,9284
96,26,M,IL,USA,1083,4641,355,9287
97,39,M,KS,USA,1076,4574,355,9289
98,30,F,MI,USA,1122,4720,355,9293
99,25,M,PA,USA,1067,4531,355,9303
100,33,M,CA,USA,1024,4390,356,9315
101,36,M,AB,CAN,1079,4643,356,9326
102,26,M,AK,USA,1109,4650,357,9340
103,39,M,MA,USA,1062,4518,357,9341
104,36,M,FL,USA,1094,4645,357,9344
105,24,M,AK,USA,1109,4650,357,9349
106,22,M,,JPN,952,4140,357,9351
107,40,M,,GER,1000,4423,357,9358
108,26,M,MN,USA,1100,4652,358,9361
109,30,M,IL,USA,1065,4541,358,9367
110,30,F,SC,USA,1084,4658,358,9371
111,28,M,WI,USA,1098,4602,358,9372
112,23,M,OR,USA,1034,4410,358,9378
113,30,M,,GER,1077,4617,358,9385
114,27,M,PA,USA,1063,4510,359,9388
115,40,F,MI,USA,1085,4616,359,9388
116,25,M,MO,USA,1021,4388,359,9389
117,25,M,OH,USA,1102,4650,359,9389
118,32,F,CA,USA,1093,4681,359,9390
119,32,M,MA,USA,1063,4519,359,9393
120,39,F,NJ,USA,1114,4689,359,9393
121,27,M,OK,USA,1032,4424,359,9396
122,36,M,FL,USA,1100,4662,359,9400
123,25,M,IL,USA,1061,4489,359,9401
124,40,M,CO,USA,1094,4685,359,9407
125,32,M,TX,USA,1048,4463,359,9408
126,36,M,TX,USA,1020,4299,360,9417
127,35,M,CA,USA,1032,4495,360,9417
128,35,M,MA,USA,1108,4692,360,9420
129,44,M,NY,USA,1093,4659,360,9421
130,33,M,CO,USA,1134,4705,360,9431
131,19,M,CO,USA,1037,4491,360,9435
132,26,M,MO,USA,991,4230,361,9442
133,45,M,UT,USA,999,4337,361,9448
134,33,F,OR,USA,1119,4753,361,9450
135,31,M,CA,USA,1042,4631,361,9452
136,28,M,NY,USA,1142,4742,361,9454
137,21,M,CA,USA,1123,4722,362,9467
138,25,M,MA,USA,950,4119,362,9469
139,21,M,VA,USA,1126,4712,362,9471
140,29,M,TN,USA,1124,4703,362,9471
141,28,M,TN,USA,1118,4698,362,9472
142,35,M,VA,USA,1103,4693,362,9482
143,34,M,MD,USA,1036,4485,362,9485
144,45,M,WA,USA,1000,4442,362,9486
145,25,M,GA,USA,1137,4791,363,9495
146,23,M,WI,USA,1111,4732,363,9495
147,28,M,UT,USA,1104,4641,363,9498
148,29,F,MA,USA,1084,4611,363,9501
149,36,M,VA,USA,1098,4645,363,9504
150,30,M,CA,USA,1163,4781,363,9506
151,30,M,AK,USA,1084,4554,363,9510
152,29,M,OH,USA,1047,4602,363,9511
153,27,M,CO,USA,1144,4789,363,9513
154,41,M,AK,USA,1199,4801,363,9516
155,27,M,QC,CAN,1076,4648,363,9517
156,26,M,ON,CAN,1016,4376,363,9517
157,46,M,,ITA,1047,4568,364,9520
158,28,F,MA,USA,1083,4635,364,9524
159,33,M,,ESP,1078,4655,364,9524
160,29,F,AL,USA,1114,4693,364,9528
161,42,M,NY,USA,1074,4645,364,9528
162,26,M,NC,USA,1070,4575,364,9531
163,27,M,MA,USA,1140,4704,364,9533
164,21,M,CA,USA,1092,4592,364,9537
165,27,M,IL,USA,1140,4734,364,9539
166,36,M,CA,USA,1048,4541,364,9539
167,43,M,,BRA,1039,4598,364,9542
168,36,M,WA,USA,1099,4634,365,9553
169,35,M,,GBR,1069,4535,365,9553
170,36,M,MA,USA,1082,4637,365,9556
171,35,M,MD,USA,1074,4606,365,9559
172,29,M,MN,USA,1049,4482,365,9563
173,30,M,TN,USA,1172,4822,365,9569
174,28,M,NY,USA,1049,4503,366,9570
175,25,M,MA,USA,1080,4591,366,9572
176,33,M,CO,USA,1148,4704,366,9572
177,25,M,TN,USA,1118,4698,366,9573
178,28,M,,SUI,1116,4717,366,9576
179,23,M,MA,USA,1150,4845,366,9578
180,42,M,,GBR,998,4337,366,9579
181,28,M,MA,USA,1058,4535,366,9580
182,29,M,CO,USA,1096,4673,366,9588
183,29,M,MA,USA,1110,4677,366,9594
184,37,M,MD,USA,1067,4596,366,9595
185,35,M,NC,USA,1109,4764,367,9597
186,27,M,OH,USA,1129,4660,367,9597
187,40,F,WA,USA,1068,4650,367,9602
188,29,M,FL,USA,1087,4559,367,9603
189,35,M,QC,CAN,1013,4474,367,9604
190,30,F,,ETH,1065,4479,367,9607
191,29,M,MA,USA,1066,4588,367,9617
192,27,M,KY,USA,1177,4827,367,9618
193,38,M,QC,CAN,1080,4647,367,9619
194,25,M,WA,USA,1062,4768,368,9623
195,40,M,NY,USA,1114,4731,368,9632
196,31,M,KS,USA,1161,4839,368,9633
197,37,M,MI,USA,1101,4754,368,9636
198,39,M,NH,USA,1087,4662,368,9637
199,42,M,NJ,USA,1108,4719,368,9639
200,28,M,MA,USA,1071,4565,368,9643
201,26,M,MI,USA,1069,4627,368,9644
202,38,M,,GBR,1101,4656,368,9645
203,19,M,MA,USA,1108,4701,368,9645
204,38,M,,COL,1080,4661,368,9646
205,32,M,TX,USA,1044,4459,368,9648
206,24,M,MA,USA,1129,4712,369,9654
207,37,M,NC,USA,1041,4560,369,9658
208,35,M,CO,USA,1094,4635,369,9663
209,36,M,,NOR,1105,4769,369,9663
210,34,M,PE,CAN,1111,4724,369,9675
211,30,F,ON,CAN,1085,4616,370,9682
212,28,M,PA,USA,1125,4750,370,9686
213,34,M,IL,USA,1121,4773,370,9690
214,33,M,,POL,1120,4794,370,9691
215,33,M,TN,USA,1105,4627,370,9695
216,23,M,IL,USA,1169,4774,370,9697
217,40,M,,GBR,1077,4718,370,9699
218,26,M,MO,USA,1138,4798,370,9701
219,40,M,MA,USA,1022,4382,371,9704
220,28,M,,FRA,1115,4736,371,9705
221,50,M,NC,USA,1133,4858,371,9708
222,24,M,VA,USA,1120,4710,371,9708
223,22,M,MA,USA,1168,4849,371,9715
224,28,M,IL,USA,1049,4592,371,9717
225,31,M,CA,USA,1154,4800,371,9718
226,21,M,MI,USA,1062,4555,371,9720
227,27,M,IN,USA,1215,4895,371,9722
228,23,M,MD,USA,1111,4563,372,9728
229,30,M,CA,USA,1110,4726,372,9733
230,44,M,,GBR,1075,4771,372,9735
231,41,F,CA,USA,1138,4819,372,9736
232,38,M,,RUS,1091,4730,372,9737
233,30,M,KS,USA,1142,4872,372,9738
234,34,M,IN,USA,1118,4728,372,9742
235,23,M,DC,USA,1182,4948,372,9744
236,32,M,,SUI,1044,4666,372,9745
237,26,M,CA,USA,1084,4542,372,9747
238,29,M,IL,USA,1026,4297,372,9750
239,30,M,MD,USA,1091,4600,372,9753
240,31,M,VA,USA,1099,4717,373,9754
241,41,M,NC,USA,1174,4855,373,9755
242,24,M,GA,USA,1071,4615,373,9755
243,32,M,CA,USA,1047,4588,373,9757
244,24,M,CA,USA,1128,4834,373,9758
245,29,M,OR,USA,1094,4662,373,9760
246,40,M,OH,USA,1071,4710,373,9762
247,27,M,CO,USA,1149,4730,373,9763
248,34,M,RI,USA,1110,4688,373,9763
249,43,M,MN,USA,1128,4823,373,9765
250,26,M,WA,USA,1037,4655,373,9767
251,23,M,WV,USA,1105,4643,373,9768
252,39,M,TN,USA,1119,4747,373,9768
253,44,M,CO,USA,993,4423,373,9775
254,39,M,MA,USA,1139,4806,373,9776
255,30,M,CA,USA,1098,4571,373,9776
256,39,M,MD,USA,1134,4780,373,9776
257,29,M,NY,USA,1163,4912,373,9778
258,37,M,OR,USA,1102,4715,373,9779
259,49,M,,POR,1046,4634,374,9781
260,38,M,MA,USA,1136,4873,374,9782
261,35,M,CO,USA,1193,4896,374,9789
262,27,M,CO,USA,1111,4667,374,9790
263,46,M,CA,USA,1119,4731,374,9793
264,26,M,NH,USA,1143,4710,374,9793
265,34,M,IN,USA,1118,4728,374,9794
266,28,M,WA,USA,1093,4609,374,9794
267,34,M,MA,USA,1046,4453,374,9794
268,25,F,,JPN,1083,4696,374,9798
269,32,M,MD,USA,1127,4779,374,9801
270,26,M,VA,USA,1037,4509,374,9801
271,36,M,WI,USA,1043,4536,374,9801
272,34,M,NC,USA,1150,4866,374,9803
273,25,M,MD,USA,1217,4853,375,9809
274,35,M,OH,USA,1125,4845,375,9811
275,27,M,IL,USA,1113,4695,375,9814
276,35,M,,NED,1173,4903,375,9815
277,28,M,NY,USA,1038,4426,375,9815
278,27,M,PA,USA,1198,4976,375,9818
279,27,M,CA,USA,1187,4941,375,9821
280,29,M,MA,USA,1102,4634,375,9822
281,24,F,CA,USA,1157,4909,375,9824
282,37,M,,BRA,1141,4801,375,9825
283,30,M,VA,USA,1046,4500,375,9827
284,42,M,OH,USA,1077,4660,375,9828
285,41,M,OR,USA,1060,4625,375,9830
286,43,M,AK,USA,1128,4743,375,9831
287,25,M,OH,USA,1066,4580,375,9832
288,30,M,AZ,USA,1083,4576,375,9832
289,38,M,NV,USA,1144,4790,376,9833
290,35,M,,CRC,1157,4875,376,9834
291,47,M,OH,USA,1142,4876,376,9834
292,26,M,OH,USA,1129,4661,376,9836
293,29,M,ME,USA,1079,4608,376,9837
294,33,M,CA,USA,1064,4669,376,9838
295,34,M,WA,USA,1114,4703,376,9839
296,29,M,TX,USA,1135,4687,376,9840
297,21,M,MA,USA,1125,4858,376,9842
298,43,M,NC,USA,1133,4803,376,9842
299,22,M,PA,USA,1133,4812,376,9843
300,28,M,CO,USA,1209,4865,376,9845
301,30,M,,GBR,1089,4634,376,9846
302,36,F,AZ,USA,1159,4867,376,9847
303,42,M,VT,USA,1132,4882,376,9847
304,41,M,,BEL,1092,4723,376,9849
305,34,M,MA,USA,1096,4671,376,9851
306,26,M,VA,USA,1101,4595,376,9856
307,22,M,CO,USA,1120,4670,377,9864
308,31,M,,CRC,1157,4887,377,9865
309,45,M,NJ,USA,1115,4746,377,9867
310,27,M,MN,USA,1113,4761,377,9870
311,37,M,AK,USA,1185,4950,377,9871
312,23,M,MA,USA,1182,4947,377,9872
313,42,M,PA,USA,1101,4572,377,9872
314,28,M,MI,USA,1104,4657,377,9872
315,36,M,MA,USA,1166,4888,377,9872
316,44,M,,SUI,1076,4710,377,9873
317,42,M,QC,CAN,1013,4527,377,9874
318,32,M,,NZL,1110,4720,377,9874
319,28,M,NC,USA,1144,4777,377,9874
320,26,M,CA,USA,1142,4882,377,9874
321,41,M,MI,USA,1111,4833,377,9874
322,37,M,QC,CAN,1113,4770,377,9875
323,39,M,GA,USA,1085,4693,377,9879
324,42,M,CA,USA,1126,4767,377,9879
325,32,M,CA,USA,1116,4755,377,9884
326,53,M,CA,USA,1167,4852,378,9890
327,56,M,VA,USA,1103,4863,378,9892
328,31,M,VT,USA,1166,4888,378,9892
329,36,M,IL,USA,1174,4870,378,9893
330,34,M,,PER,1135,4911,378,9895
331,29,M,NY,USA,1094,4739,378,9896
332,23,M,GA,USA,1094,4643,378,9900
333,36,M,WI,USA,1112,4768,378,9900
334,21,M,,GBR,1095,4681,378,9903
335,31,M,MA,USA,1089,4765,378,9905
336,52,M,,DOM,1059,4655,378,9910
337,42,M,,FRA,1097,4854,378,9911
338,35,M,NC,USA,1117,4787,379,9912
339,37,M,WA,USA,1075,4680,379,9914
340,39,M,DC,USA,1122,4849,379,9916
341,29,M,TX,USA,1140,4783,379,9921
342,32,M,CA,USA,1164,4947,379,9922
343,29,M,,GBR,1124,4791,379,9922
344,35,M,CA,USA,1112,4818,379,9922
345,47,M,,PER,1135,4911,379,9922
346,34,M,TX,USA,1168,4967,379,9924
347,32,M,MA,USA,1061,4551,379,9924
348,30,M,VA,USA,1117,4719,379,9925
349,30,M,,FRA,1146,4902,379,9927
350,47,M,VA,USA,1152,4894,379,9927
351,31,M,CO,USA,1196,4879,379,9931
352,44,M,NM,USA,1149,4873,379,9933
353,47,M,MA,USA,1156,4977,379,9934
354,26,M,NY,USA,1130,4765,379,9935
355,43,M,CA,USA,1151,4912,379,9935
356,35,M,,GBR,1139,4870,379,9935
357,32,M,,PAN,1133,4782,380,9937
358,46,M,IN,USA,1186,5011,380,9938
359,41,F,KS,USA,1134,4829,380,9939
360,27,M,CA,USA,1090,4743,380,9940
361,39,M,BC,CAN,1113,4878,380,9943
362,44,M,NY,USA,1185,4991,380,9943
363,32,M,,PER,1124,4861,380,9944
364,28,M,MA,USA,1144,4967,380,9944
365,30,M,,BRA,1096,4842,380,9944
366,39,M,UT,USA,1131,4862,380,9945
367,33,F,NB,CAN,1191,4979,380,9946
368,44,M,,AUS,1023,4442,380,9947
369,40,M,CA,USA,1129,4784,380,9949
370,32,M,AK,USA,1178,4943,380,9952
371,56,M,QC,CAN,1131,4883,380,9953
372,24,M,,FRA,1094,4681,380,9954
373,26,M,AK,USA,1154,4790,380,9955
374,26,M,CO,USA,1034,4573,380,9958
375,43,M,,JPN,1228,5023,380,9959
376,31,M,MA,USA,1126,4826,380,9960
377,31,M,NY,USA,1125,4830,380,9961
378,28,M,GA,USA,1256,5116,381,9965
379,38,M,AB,CAN,1098,4805,381,9969
380,40,M,,DEN,1034,4539,381,9971
381,41,M,NB,CAN,1158,4868,381,9973
382,34,F,NY,USA,1138,4821,381,9974
383,20,M,MD,USA,1159,4896,381,9974
384,33,M,,DEN,1075,4696,381,9975
385,46,M,,COL,1107,4827,381,9976
386,43,M,CA,USA,1192,5052,381,9979
387,46,M,,AUS,1147,4917,381,9980
388,33,M,,JPN,1176,4906,381,9980
389,21,M,NY,USA,1169,4900,381,9981
390,32,M,DC,USA,1100,4700,381,9981
391,48,M,ME,USA,1126,4891,381,9982
392,44,M,MA,USA,1187,5010,381,9982
393,42,M,NE,USA,1166,4940,381,9982
394,28,M,,GBR,1160,4914,381,9983
395,53,M,,MEX,1152,4901,381,9985
396,41,M,PA,USA,1191,4978,381,9985
397,29,M,AB,CAN,1138,4868,381,9987
398,32,M,,AUS,1154,4921,381,9988
399,24,M,MA,USA,1059,4611,382,9991
400,35,M,MA,USA,1199,4982,382,9992
401,26,M,CA,USA,1184,5017,382,9993
402,39,M,IL,USA,1174,4847,382,9995
403,35,M,,FRA,1023,4466,382,9995
404,25,M,NH,USA,1133,4809,382,9999
405,24,M,MA,USA,1211,5080,382,9999
406,22,M,MI,USA,1162,4890,382,10000
407,22,M,AZ,USA,1066,4513,382,10004
408,36,M,OH,USA,1130,4879,382,10007
409,32,M,NY,USA,1208,4986,382,10008
410,23,M,ON,CAN,1191,4970,382,10009
411,27,M,MA,USA,1036,4411,382,10010
412,20,M,OK,USA,1231,5027,382,10010
413,33,M,MD,USA,1229,5108,382,10012
414,29,M,MA,USA,1106,4731,382,10013
415,26,M,PA,USA,1171,4896,382,10013
416,24,M,FL,USA,1221,5054,383,10016
417,29,M,GA,USA,1185,4942,383,10016
418,40,M,NC,USA,1141,4863,383,10019
419,34,F,OK,USA,1147,4915,383,10020
420,33,M,AL,USA,1158,5010,383,10022
421,42,M,QC,CAN,1115,4777,383,10023
422,33,M,DC,USA,1108,4852,383,10023
423,33,M,NH,USA,1145,4747,383,10023
424,38,M,FL,USA,1088,4647,383,10026
425,28,M,KS,USA,1182,4887,383,10026
426,36,M,CA,USA,1123,4767,383,10026
427,36,M,NB,CAN,1191,4979,383,10027
428,32,M,PA,USA,1074,4547,383,10028
429,33,M,ME,USA,1146,4822,383,10034
430,33,M,VA,USA,1136,4849,383,10035
431,27,M,,CRC,1193,4985,383,10036
432,27,M,ON,CAN,1168,4940,383,10038
433,29,M,,MAS,1038,4482,383,10038
434,27,M,DC,USA,1205,4861,383,10038
435,34,M,CA,USA,1061,4620,383,10041
436,50,M,NY,USA,1245,5040,383,10042
437,43,M,MN,USA,1147,4823,384,10042
438,23,M,PA,USA,1072,4710,384,10043
439,26,M,NY,USA,1074,4699,384,10044
440,28,M,OH,USA,1150,4877,384,10046
441,26,M,MN,USA,1152,4944,384,10046
442,26,M,NY,USA,1227,4995,384,10047
443,22,M,MN,USA,1192,4967,384,10048
444,41,M,CA,USA,1220,5140,384,10048
445,37,M,AL,USA,1164,4959,384,10048
446,34,M,OH,USA,1165,4934,384,10050
447,38,M,OR,USA,1211,5038,384,10050
448,37,M,FL,USA,1152,4877,384,10051
449,25,F,,GER,1136,4893,384,10051
450,28,M,,BRA,1112,4753,384,10052
451,26,M,DC,USA,1175,4977,384,10053
452,40,M,CA,USA,1098,4639,384,10053
453,27,M,FL,USA,1173,4923,384,10055
454,36,M,MA,USA,1143,4891,384,10056
455,21,M,MA,USA,1089,4726,384,10056
456,30,F,NY,USA,1155,4982,384,10057
457,28,M,PA,USA,1180,4948,384,10059
458,43,M,CO,USA,1120,4768,384,10060
459,28,M,CO,USA,1156,4893,384,10061
460,26,M,MI,USA,998,4376,384,10061
461,27,M,MA,USA,1205,4994,384,10062
462,30,M,UT,USA,1068,4648,384,10062
463,32,M,VA,USA,1142,4864,384,10063
464,36,M,MA,USA,1141,4885,384,10064
465,31,M,IL,USA,1192,5010,384,10064
466,36,M,,POL,1119,4897,384,10068
467,27,M,CA,USA,1122,4755,385,10070
468,28,M,,COL,1047,4422,385,10071
469,28,F,NY,USA,1167,4895,385,10074
470,39,M,MA,USA,1184,4980,385,10076
471,34,M,TN,USA,1149,4783,385,10077
472,19,M,CO,USA,1120,4670,385,10077
473,40,M,NH,USA,1155,4904,385,10079
474,39,M,,GBR,1081,4742,385,10079
475,40,M,,AUS,1124,4890,385,10079
476,44,M,,GBR,1084,4654,385,10081
477,31,M,DC,USA,1047,4579,385,10083
478,32,M,,JPN,1086,4887,385,10083
479,41,M,,GBR,1187,5024,385,10086
480,26,F,MA,USA,1139,4823,385,10086
481,28,M,TX,USA,1045,4424,385,10093
482,34,M,,MEX,1121,4889,386,10095
483,29,M,CO,USA,1140,4859,386,10097
484,47,M,NY,USA,1141,4899,386,10098
485,29,M,,COL,1085,4646,386,10100
486,42,M,PA,USA,1250,5097,386,10105
487,53,M,MI,USA,1157,4967,386,10105
488,32,M,,CRC,1154,4911,386,10107
489,27,M,MO,USA,1188,4973,386,10108
490,34,M,,GBR,1182,4978,386,10109
491,35,M,AR,USA,1221,5044,386,10112
492,52,M,MN,USA,1146,4966,386,10112
493,33,M,NM,USA,1127,4806,386,10113
494,22,M,WI,USA,1154,4877,386,10114
495,27,M,NH,USA,1184,4991,386,10114
496,32,M,WA,USA,1140,4772,386,10115
497,40,M,AE,USA,1143,4925,386,10116
498,31,M,,SUI,1130,4828,386,10117
499,24,M,NH,USA,1143,4733,386,10118
500,47,M,,IRL,1148,4915,386,10121
501,45,M,TX,USA,1198,5071,387,10121
502,26,F,AL,USA,1254,5241,387,10122
503,39,M,MA,USA,1198,5010,387,10123
504,30,M,NY,USA,1074,4862,387,10125
505,33,M,NY,USA,1198,5088,387,10127
506,45,M,,NED,1022,4545,387,10127
507,33,M,NC,USA,1122,4881,387,10128
508,34,F,TX,USA,1197,5072,387,10128
509,31,M,WA,USA,1221,5142,387,10129
510,28,M,IL,USA,1216,5042,387,10130
511,33,M,CA,USA,1151,4868,387,10133
512,27,M,CO,USA,1162,4823,387,10133
513,35,M,,PHI,1140,4939,387,10136
514,26,M,NY,USA,1126,4765,387,10137
515,27,M,MA,USA,1098,4782,387,10138
516,31,M,DC,USA,1208,5014,387,10139
517,38,M,AL,USA,1190,5027,387,10139
518,40,M,,POL,1194,5079,387,10140
519,28,M,SC,USA,1110,4765,387,10142
520,20,M,WI,USA,1080,4685,387,10142
521,48,M,GA,USA,1203,5005,387,10142
522,29,M,NY,USA,1199,5075,387,10144
523,25,M,PA,USA,1230,5142,387,10145
524,32,M,KS,USA,1143,4793,387,10147
525,30,M,PA,USA,998,4374,388,10148
526,26,M,MA,USA,1143,5118,388,10149
527,45,M,MA,USA,1195,5081,388,10150
528,27,M,MI,USA,1132,4850,388,10150
529,47,M,NH,USA,1172,4953,388,10154
530,37,M,MN,USA,1186,4899,388,10155
531,27,M,AZ,USA,1199,4833,388,10157
532,22,M,MA,USA,1112,4793,388,10157
533,50,M,,GBR,1102,4727,388,10157
534,46,M,,JPN,1144,4875,388,10157
535,35,M,,BRA,1223,5107,388,10161
536,30,M,FL,USA,1189,5049,388,10161
537,28,M,VT,USA,1095,4632,388,10161
538,34,M,VA,USA,1230,5167,388,10164
539,38,M,NY,USA,1153,4980,388,10164
540,35,M,,GBR,1251,5186,388,10164
541,44,M,NC,USA,1247,5149,388,10164
542,26,M,NY,USA,1130,4952,388,10166
543,31,M,AK,USA,1118,4790,388,10167
544,32,M,MD,USA,1168,4830,388,10167
545,37,M,,DOM,1053,4592,388,10168
546,40,M,NB,CAN,1158,4866,388,10168
547,23,M,AZ,USA,1163,5000,388,10169
548,32,M,UT,USA,1194,5087,388,10170
549,34,M,FL,USA,1123,4678,388,10171
550,30,M,,AUS,1182,4932,388,10171
551,21,M,NY,USA,1171,5017,388,10173
552,24,M,OH,USA,1227,5087,388,10173
553,30,F,NY,USA,1209,5094,389,10174
554,35,M,CO,USA,1188,5025,389,10175
555,23,M,NC,USA,1204,5021,389,10176
556,29,M,MA,USA,1181,5097,389,10176
557,27,M,MN,USA,1204,5018,389,10177
558,24,M,OH,USA,1130,4657,389,10178
559,24,M,MA,USA,1181,5030,389,10178
560,26,M,,GBR,1160,4924,389,10178
561,30,M,MA,USA,1124,4807,389,10179
562,35,M,MI,USA,1242,5157,389,10179
563,38,M,,CHI,1198,5047,389,10180
564,55,M,FL,USA,1256,5162,389,10180
565,30,M,,BRA,1152,4943,389,10180
566,39,M,MA,USA,1177,4976,389,10182
567,35,M,CO,USA,1204,5101,389,10182
568,24,M,CA,USA,1227,5044,389,10182
569,29,M,TX,USA,1223,5093,389,10182
570,35,M,MA,USA,1163,4906,389,10183
571,50,M,,AUT,1165,5033,389,10184
572,27,M,TN,USA,1194,5078,389,10184
573,37,M,WA,USA,1157,4888,389,10185
574,35,M,NJ,USA,1198,4950,389,10187
575,49,M,MN,USA,1196,5013,389,10188
576,36,M,ON,CAN,1132,4878,389,10190
577,28,M,CA,USA,1213,5084,389,10190
578,25,M,CA,USA,1070,4508,389,10191
579,26,M,NJ,USA,1224,5146,389,10192
580,53,M,UT,USA,1113,4893,389,10194
581,29,M,PA,USA,1005,4358,389,10196
582,29,M,PA,USA,1219,5124,389,10197
583,43,M,,DEN,1142,4942,389,10197
584,39,M,TX,USA,1173,4981,390,10200
585,43,M,CT,USA,1129,4818,390,10200
586,33,M,,FRA,1139,4924,390,10200
587,30,M,,GBR,1124,4872,390,10201
588,32,M,QC,CAN,1208,5066,390,10202
589,32,M,,ARG,1172,4937,390,10204
590,36,M,CA,USA,1201,5000,390,10204
591,34,M,BC,CAN,1160,4949,390,10205
592,33,M,KY,USA,1116,4819,390,10206
593,41,M,IL,USA,1217,4991,390,10206
594,41,M,ME,USA,1146,5033,390,10206
595,26,M,CA,USA,1203,5107,390,10206
596,29,M,IL,USA,1123,4778,390,10207
597,45,M,TX,USA,1154,4922,390,10208
598,27,F,MI,USA,1204,5131,390,10211
599,36,M,NB,CAN,1244,4975,390,10212
600,41,M,VA,USA,1164,4925,390,10212
601,33,M,VA,USA,1204,5081,390,10215
602,23,M,IN,USA,1308,5258,390,10219
603,33,M,,FRA,1132,4974,390,10220
604,29,M,PA,USA,1243,5144,390,10221
605,30,F,MO,USA,1269,5126,390,10223
606,26,M,MD,USA,1159,4961,390,10223
607,37,M,OK,USA,1180,5038,390,10224
608,49,M,TX,USA,1130,4917,391,10226
609,43,M,QC,CAN,1101,4859,391,10229
610,38,M,TX,USA,1200,5072,391,10230
611,47,M,,GBR,1188,5037,391,10232
612,22,M,NC,USA,1095,4948,391,10233
613,24,M,NY,USA,1278,5369,391,10234
